canonical,winner_provider,winner_source,winner_id,winner_name,future_programmes,future_hours,desc_pct,rank_score,alternatives_count,alternatives,decision
al arabiya sa,openepg,saudiarabia5,Al Arabiya.sa,Al Arabiya.sa,14,153.9,100.0,335.57,2,openepg:saudiarabia1:Al Arabiya HD.sa:209.01;openepg:saudiarabia2:Al Arabiya HD.sa:176.76,WINNER_OF_DUPLICATES
al sahat,epgshare,AE1,Al.Sahat.TV.ae,Al Sahat TV,156,81.9,100.0,333.76,0,,UNIQUE
anewz,epgshare,AE1,Anewz.ae,Anewz,156,81.9,100.0,333.76,0,,UNIQUE
trt arabiya,epgshare,AE1,TRT.Arabiya.ae,TRT Arabiya,156,81.9,100.0,333.76,0,,UNIQUE
al hadath sa,openepg,saudiarabia5,Al Hadath.sa,Al Hadath.sa,10,153.9,100.0,332.76,2,openepg:saudiarabia1:Al Hadath.sa:210.44;openepg:saudiarabia2:Al Hadath.sa:179.56,WINNER_OF_DUPLICATES
kuwait 2,epgshare,AE1,Kuwait.TV.2.HD.ae,Kuwait TV 2 HD,154,81.9,100.0,332.37,0,,UNIQUE
kuwait al akhbar,epgshare,AE1,Kuwait.Al.Akhbar.ae,Kuwait Al Akhbar,154,81.9,100.0,332.37,0,,UNIQUE
oman,epgshare,AE1,Oman.TV.HD.ae,Oman TV HD,154,81.9,100.0,332.37,0,,UNIQUE
bloomberg sa,openepg,saudiarabia5,Bloomberg.sa,Bloomberg.sa,9,153.9,100.0,332.07,0,,UNIQUE
cgtn arabic,epgshare,AE1,CGTN.Arabic.ae,CGTN Arabic,150,81.9,100.0,329.56,0,,UNIQUE
cgtn,epgshare,AE1,CGTN.ae,CGTN,150,81.9,100.0,329.56,1,epgshare:AE1:en:.CGTN.ae:280.62,WINNER_OF_DUPLICATES
rt arabic,epgshare,AE1,RT.Arabic.HD.ae,RT Arabic HD,149,81.9,100.0,328.87,0,,UNIQUE
ستار بلس,epgshare,AE1,ar:.ستار.بلس.ae,ar: ستار بلس,137,81.9,100.0,328.47,0,,UNIQUE
saudia alaan,epgshare,AE1,Saudia.Alaan.TV.ae,Saudia Alaan TV,146,83.1,100.0,328.38,0,,UNIQUE
bahrain,epgshare,AE1,Bahrain.TV.HD.ae,Bahrain TV HD,146,83.1,100.0,328.38,0,,UNIQUE
bahrain international,epgshare,AE1,Bahrain.International.ae,Bahrain International,146,83.1,100.0,328.38,0,,UNIQUE
al rai,epgshare,AE1,Al.Rai.TV.ae,Al Rai TV,146,83.1,100.0,328.38,0,,UNIQUE
qatar 2,epgshare,AE1,Qatar.2.HD.ae,Qatar 2 HD,143,82.9,100.0,326.01,0,,UNIQUE
fairuz,epgshare,SA2,EN:.Fairuz.sa,EN: Fairuz,1296,81.9,0.0,324.56,0,,UNIQUE
rabeh saqer,epgshare,SA2,EN:.Rabeh.Saqer.sa,EN: Rabeh Saqer,824,81.9,0.0,324.56,0,,UNIQUE
karameesh,epgshare,AE1,Karameesh.ae,Karameesh,139,81.9,100.0,321.87,0,,UNIQUE
toyor aljanah,epgshare,AE1,Toyor.Aljanah.TV.ae,Toyor Aljanah TV,139,81.9,100.0,321.87,0,,UNIQUE
hodhod,epgshare,AE1,HodHod.TV.ae,HodHod TV,139,81.9,100.0,321.87,0,,UNIQUE
koogi,epgshare,AE1,Koogi.TV.ae,Koogi TV,139,81.9,100.0,321.87,0,,UNIQUE
shehab,epgshare,AE1,Shehab.TV.HD.ae,Shehab TV HD,139,81.9,100.0,321.87,0,,UNIQUE
taha,epgshare,AE1,Taha.ae,Taha,139,81.9,100.0,321.87,0,,UNIQUE
sat 7 kids,epgshare,AE1,Sat-7.Kids.ae,Sat-7 Kids,139,81.9,100.0,321.87,0,,UNIQUE
cookies,epgshare,AE1,Cookies.TV.ae,Cookies TV,139,81.9,100.0,321.87,0,,UNIQUE
zarok,epgshare,AE1,Zarok.TV.ae,Zarok TV,139,81.9,100.0,321.87,0,,UNIQUE
nogoum fm,epgshare,AE1,Nogoum.FM.TV.ae,Nogoum FM TV,139,81.9,100.0,321.87,1,epgshare:AE1:Nogoum.FM.ae:235.56,WINNER_OF_DUPLICATES
el moled,epgshare,AE1,El.Moled.ae,El Moled,139,81.9,100.0,321.87,0,,UNIQUE
falastini,epgshare,AE1,Falastini.TV.ae,Falastini TV,139,81.9,100.0,321.87,0,,UNIQUE
med muzîk,epgshare,AE1,Med.Muzîk.ae,Med Muzîk,139,81.9,100.0,321.87,0,,UNIQUE
al quds today,epgshare,AE1,Al.Quds.Today.TV.ae,Al Quds Today TV,139,81.9,100.0,321.87,0,,UNIQUE
huda,epgshare,AE1,Huda.TV.ae,Huda TV,139,81.9,100.0,321.87,0,,UNIQUE
algérie 5,epgshare,AE1,Algérie.5.ae,Algérie 5,139,81.9,100.0,321.87,0,,UNIQUE
al najaf al ashraf,epgshare,AE1,Al.Najaf.Al.Ashraf.TV.ae,Al Najaf Al Ashraf TV,139,81.9,100.0,321.87,0,,UNIQUE
daewa,epgshare,AE1,Daewa.TV.ae,Daewa TV,139,81.9,100.0,321.87,0,,UNIQUE
haq,epgshare,AE1,Haq.TV.ae,Haq TV,139,81.9,100.0,321.87,0,,UNIQUE
al ahvaz,epgshare,AE1,Al.Ahvaz.TV.ae,Al Ahvaz TV,139,81.9,100.0,321.87,0,,UNIQUE
als3yda madeeh,epgshare,AE1,Als3yda.Madeeh.ae,Als3yda Madeeh,139,81.9,100.0,321.87,0,,UNIQUE
libya ifta,epgshare,AE1,Libya.Ifta.TV.ae,Libya Ifta TV,139,81.9,100.0,321.87,0,,UNIQUE
al nas,epgshare,AE1,Al.Nas.ae,Al Nas,139,81.9,100.0,321.87,0,,UNIQUE
madrasetna 1,epgshare,AE1,Madrasetna.1.ae,Madrasetna 1,139,81.9,100.0,321.87,0,,UNIQUE
madrasetna 2,epgshare,AE1,Madrasetna.2.ae,Madrasetna 2,139,81.9,100.0,321.87,0,,UNIQUE
madrasetna 3,epgshare,AE1,Madrasetna.3.ae,Madrasetna 3,139,81.9,100.0,321.87,0,,UNIQUE
al ayyam,epgshare,AE1,Al.Ayyam.TV.ae,Al Ayyam TV,139,81.9,100.0,321.87,0,,UNIQUE
al madeeh,epgshare,AE1,Al.Madeeh.ae,Al Madeeh,139,81.9,100.0,321.87,0,,UNIQUE
al nada,epgshare,AE1,Al.Nada.TV.ae,Al Nada TV,139,81.9,100.0,321.87,0,,UNIQUE
misr quran kareem,epgshare,AE1,Misr.Quran.Kareem.ae,Misr Quran Kareem,139,81.9,100.0,321.87,0,,UNIQUE
aden almustakillah,epgshare,AE1,Aden.Almustakillah.HD.ae,Aden Almustakillah HD,139,81.9,100.0,321.87,0,,UNIQUE
alfath,epgshare,AE1,Alfath.TV.ae,Alfath TV,139,81.9,100.0,321.87,0,,UNIQUE
alistiqama,epgshare,AE1,Alistiqama.TV.ae,Alistiqama TV,139,81.9,100.0,321.87,0,,UNIQUE
al nahar noor,epgshare,AE1,Al.Nahar.Noor.ae,Al Nahar Noor,139,81.9,100.0,321.87,0,,UNIQUE
shamalia,epgshare,AE1,Shamalia.TV.ae,Shamalia TV,139,81.9,100.0,321.87,0,,UNIQUE
thaqalayn,epgshare,AE1,Thaqalayn.TV.ae,Thaqalayn TV,139,81.9,100.0,321.87,0,,UNIQUE
zad,epgshare,AE1,Zad.TV.ae,Zad TV,139,81.9,100.0,321.87,0,,UNIQUE
bbc arabic news,epgshare,AE1,BBC.Arabic.ae,BBC Arabic,137,81.9,100.0,320.47,0,,UNIQUE
star plus,epgshare,AE1,en:.Star.Plus.HD.ae,en: Star Plus HD,137,81.9,100.0,320.47,0,,UNIQUE
panorama drama,epgshare,AE1,Panorama.Drama.ae,Panorama Drama,134,81.9,100.0,318.37,0,,UNIQUE
panorama drama 2,epgshare,AE1,Panorama.Drama.2.ae,Panorama Drama 2,134,81.9,100.0,318.37,0,,UNIQUE
panorama film,epgshare,AE1,Panorama.Film.ae,Panorama Film,134,81.9,100.0,318.37,0,,UNIQUE
beirut aflam,epgshare,AE1,Beirut.Aflam.ae,Beirut Aflam,134,81.9,100.0,318.37,0,,UNIQUE
beirut alyoom,epgshare,AE1,Beirut.Alyoom.ae,Beirut Alyoom,134,81.9,100.0,318.37,0,,UNIQUE
beirut cinema,epgshare,AE1,Beirut.Cinema.ae,Beirut Cinema,134,81.9,100.0,318.37,0,,UNIQUE
beirut drama,epgshare,AE1,Beirut.Drama.ae,Beirut Drama,134,81.9,100.0,318.37,0,,UNIQUE
maspero zaman,epgshare,AE1,Maspero.Zaman.ae,Maspero Zaman,134,81.9,100.0,318.37,0,,UNIQUE
2m monde,epgshare,AE1,2M.Monde.ae,2M Monde,128,84.4,100.0,317.54,0,,UNIQUE
qatar,epgshare,AE1,Qatar.TV.HD.ae,Qatar TV HD,119,88.9,100.0,317.31,0,,UNIQUE
cartoon network sa,openepg,saudiarabia5,Cartoon Network HD.sa,Cartoon Network HD.sa,172,57.9,100.0,316.56,2,openepg:saudiarabia4:Cartoon Network HD.sa:176.79;openepg:saudiarabia3:Cartoon Network HD.sa:150.72,WINNER_OF_DUPLICATES
asharq,epgshare,SA2,EN:.Asharq.sa,EN: Asharq,193,81.9,60.6,316.32,0,,UNIQUE
one america news network,epgshare,AE1,One.America.News.Network.ae,One America News Network,129,82.0,100.0,315.0,0,,UNIQUE
al iraqiya turkuman,epgshare,AE1,Al.Iraqiya.Turkuman.ae,Al Iraqiya Turkuman,129,82.0,100.0,315.0,0,,UNIQUE
iraqia syriac,epgshare,AE1,Iraqia.Syriac.ae,Iraqia Syriac,129,82.0,100.0,315.0,0,,UNIQUE
china arab,epgshare,AE1,China.Arab.TV.ae,China Arab TV,129,82.0,100.0,315.0,0,,UNIQUE
zee alwan egypt,epgshare,AE1,Zee.Alwan.Egypt.ae,Zee Alwan Egypt,129,82.0,100.0,315.0,0,,UNIQUE
wedotv big stories,epgshare,AE1,Wedotv.Big.Stories.ae,Wedotv Big Stories,129,82.0,100.0,315.0,0,,UNIQUE
aljazeera english,epgshare,ALJAZEERA1,AlJazeera.English.net,AlJazeera English,127,81.9,100.0,313.47,0,,UNIQUE
al rabiaa,epgshare,AE1,Al.Rabiaa.HD.ae,Al Rabiaa HD,115,87.9,100.0,313.17,0,,UNIQUE
al masar,epgshare,AE1,Al.Masar.TV.HD.ae,Al Masar TV HD,115,87.9,100.0,313.17,0,,UNIQUE
al janoub,epgshare,AE1,Al.Janoub.ae,Al Janoub,115,87.9,100.0,313.17,0,,UNIQUE
al anwar 2,epgshare,AE1,Al.Anwar.TV.2.ae,Al Anwar TV 2,115,87.9,100.0,313.17,0,,UNIQUE
al mawqef,epgshare,AE1,Al.Mawqef.ae,Al Mawqef,115,87.9,100.0,313.17,0,,UNIQUE
m24,epgshare,AE1,M24.TV.ae,M24 TV,115,87.9,100.0,313.17,0,,UNIQUE
albarlemania al mauritania,epgshare,AE1,Albarlemania.al.Mauritania.TV.ae,Albarlemania al Mauritania TV,115,87.9,100.0,313.17,0,,UNIQUE
algérie 3,epgshare,AE1,Algérie.3.HD.ae,Algérie 3 HD,115,87.9,100.0,313.17,0,,UNIQUE
echorouk news,epgshare,AE1,Echorouk.News.ae,Echorouk News,115,87.9,100.0,313.17,0,,UNIQUE
ennahar,epgshare,AE1,Ennahar.TV.ae,Ennahar TV,115,87.9,100.0,313.17,0,,UNIQUE
قناة الحدث مباشر,epgshare,AE1,ar:.قناة.الحدث.-.مباشر.ae,ar: قناة الحدث - مباشر,115,81.9,100.0,313.06,0,,UNIQUE
al qahera news,epgshare,AE1,Al.Qahera.News.ae,Al Qahera News,126,81.9,100.0,312.76,0,,UNIQUE
al baghdadia now,epgshare,AE1,Al.Baghdadia.Now.ae,Al Baghdadia Now,126,81.9,100.0,312.76,0,,UNIQUE
alghadeer,epgshare,AE1,Alghadeer.TV.ae,Alghadeer TV,126,81.9,100.0,312.76,0,,UNIQUE
al sharq,epgshare,AE1,Al.Sharq.TV.ae,Al Sharq TV,126,81.9,100.0,312.76,0,,UNIQUE
i news,epgshare,AE1,I.News.HD.ae,I News HD,126,81.9,100.0,312.76,0,,UNIQUE
kirkuk,epgshare,AE1,Kirkuk.TV.ae,Kirkuk TV,126,81.9,100.0,312.76,0,,UNIQUE
afaq,epgshare,AE1,Afaq.TV.ae,Afaq TV,126,81.9,100.0,312.76,0,,UNIQUE
al anbar,epgshare,AE1,Al.Anbar.ae,Al Anbar,126,81.9,100.0,312.76,0,,UNIQUE
al fallujah,epgshare,AE1,Al.Fallujah.TV.ae,Al Fallujah TV,126,81.9,100.0,312.76,0,,UNIQUE
al hiwar,epgshare,AE1,Al.Hiwar.TV.HD.ae,Al Hiwar TV HD,126,81.9,100.0,312.76,0,,UNIQUE
alhadath alyoum,epgshare,AE1,AlHadath.Alyoum.ae,AlHadath Alyoum,126,81.9,100.0,312.76,0,,UNIQUE
iraq future,epgshare,AE1,Iraq.Future.TV.ae,Iraq Future TV,126,81.9,100.0,312.76,0,,UNIQUE
libya al ahrar,epgshare,AE1,Libya.Al.Ahrar.HD.ae,Libya Al Ahrar HD,126,81.9,100.0,312.76,0,,UNIQUE
al jamahiriya,epgshare,AE1,Al.Jamahiriya.TV.ae,Al Jamahiriya TV,126,81.9,100.0,312.76,0,,UNIQUE
libya alhadath,epgshare,AE1,Libya.Alhadath.HD.ae,Libya Alhadath HD,126,81.9,100.0,312.76,0,,UNIQUE
libya alrasmia,epgshare,AE1,Libya.Alrasmia.Channel.ae,Libya Alrasmia Channel,126,81.9,100.0,312.76,0,,UNIQUE
libya al hedaya,epgshare,AE1,Libya.Al.Hedaya.ae,Libya Al Hedaya,126,81.9,100.0,312.76,0,,UNIQUE
lualua,epgshare,AE1,LuaLua.TV.HD.ae,LuaLua TV HD,126,81.9,100.0,312.76,0,,UNIQUE
mekameleen,epgshare,AE1,Mekameleen.ae,Mekameleen,126,81.9,100.0,312.76,0,,UNIQUE
misr al zeraeey,epgshare,AE1,Misr.Al.Zeraeey.ae,Misr Al Zeraeey,126,81.9,100.0,312.76,0,,UNIQUE
palestine,epgshare,AE1,Palestine.HD.ae,Palestine HD,126,81.9,100.0,312.76,0,,UNIQUE
palestine today,epgshare,AE1,Palestine.Today.ae,Palestine Today,126,81.9,100.0,312.76,0,,UNIQUE
palestine news,epgshare,AE1,Palestine.News.ae,Palestine News,126,81.9,100.0,312.76,0,,UNIQUE
gali kurdistan,epgshare,AE1,Gali.Kurdistan.HD.ae,Gali Kurdistan HD,126,81.9,100.0,312.76,0,,UNIQUE
8,epgshare,AE1,Channel.8.ae,Channel 8,126,81.9,100.0,312.76,0,,UNIQUE
kurdsat news,epgshare,AE1,Kurdsat.News.HD.ae,Kurdsat News HD,126,81.9,100.0,312.76,0,,UNIQUE
trt kurdî,epgshare,AE1,TRT.Kurdî.ae,TRT Kurdî,126,81.9,100.0,312.76,0,,UNIQUE
nrt,epgshare,AE1,NRT.HD.ae,NRT HD,126,81.9,100.0,312.76,0,,UNIQUE
payam,epgshare,AE1,Payam.TV.ae,Payam TV,126,81.9,100.0,312.76,0,,UNIQUE
rojava,epgshare,AE1,Rojava.TV.HD.ae,Rojava TV HD,126,81.9,100.0,312.76,0,,UNIQUE
al jazeera english,epgshare,AE1,Al.Jazeera.English.HD.ae,Al Jazeera English HD,126,81.9,100.0,312.76,0,,UNIQUE
mbc 4,epgshare,AE1,MBC.4.ae,MBC 4,125,82.4,100.0,312.74,0,,UNIQUE
cartoonito sa,openepg,saudiarabia1,Cartoonito.sa,Cartoonito.sa,201,38.2,100.0,310.27,1,openepg:saudiarabia2:Cartoonito.sa:243.58,WINNER_OF_DUPLICATES
زي تي في,epgshare,AE1,ar:.زي.تي.في.ae,ar: زي تي في,109,81.9,100.0,308.87,0,,UNIQUE
el le ba,epgshare,SA2,EN:.El.Le'ba.Channel.sa,EN: El Le'ba Channel,119,81.9,99.2,306.99,0,,UNIQUE
mbc action,epgshare,SA2,EN:.MBC.Action.sa,EN: MBC Action,153,81.9,73.2,305.84,1,epgshare:AE1:MBC.Action.ae:299.56,WINNER_OF_DUPLICATES
al asouf,epgshare,SA2,EN:.Al.Asouf.Channel.sa,EN: Al Asouf Channel,116,81.9,100.0,305.76,0,,UNIQUE
mbc3 ae,openepg,uae6,MBC3.ae,MBC3.ae,181,44.9,100.0,305.31,0,,UNIQUE
al hadath live,epgshare,AE1,en:.Al.Hadath.Live.ae,en: Al Hadath Live,115,81.9,100.0,305.06,0,,UNIQUE
saudi,epgshare,AE1,Saudi.HD.ae,Saudi HD,109,83.9,100.0,303.56,0,,UNIQUE
nat geo abu dhabi,epgshare,AE1,Nat.Geo.Abu.Dhabi.HD.ae,Nat Geo Abu Dhabi HD,109,81.9,100.0,300.87,0,,UNIQUE
zee,epgshare,AE1,en:.Zee.TV.HD.ae,en: Zee TV HD,109,81.9,100.0,300.87,0,,UNIQUE
كلرز إتش دي,epgshare,AE1,ar:.كلرز.إتش.دي.ae,ar: كلرز إتش دي,97,81.9,100.0,300.47,0,,UNIQUE
al sumaria,epgshare,AE1,Al.Sumaria.TV.ae,Al Sumaria TV,105,82.9,100.0,299.42,0,,UNIQUE
extra news,epgshare,AE1,Extra.News.HD.ae,Extra News HD,106,81.9,100.0,298.76,0,,UNIQUE
kuwait 1,epgshare,AE1,Kuwait.TV.1.HD.ae,Kuwait TV 1 HD,105,81.9,100.0,298.06,0,,UNIQUE
saudi sports 1,epgshare,AE1,KSA.sports.1.ae,KSA sports 1,103,82.3,100.0,297.2,0,,UNIQUE
ksa sports 2,epgshare,AE1,KSA.sports.2.HD.ae,KSA sports 2 HD,103,82.3,100.0,297.2,0,,UNIQUE
sharjah quran,epgshare,AE1,Sharjah.Quran.TV.ae,Sharjah Quran TV,103,82.3,100.0,297.2,1,epgshare:AE1:Sharjah.Quran.ae:235.56,WINNER_OF_DUPLICATES
saudi quran,epgshare,AE1,Saudi.Quran.TV.HD.ae,Saudi Quran TV HD,103,82.3,100.0,297.2,0,,UNIQUE
saudi sunna,epgshare,AE1,Saudi.Sunna.TV.HD.ae,Saudi Sunna TV HD,103,82.3,100.0,297.2,0,,UNIQUE
al resala,epgshare,AE1,Al.Resala.ae,Al Resala,103,82.3,100.0,297.2,0,,UNIQUE
al majd,epgshare,AE1,Al.Majd.ae,Al Majd,103,82.3,100.0,297.2,0,,UNIQUE
al majd holy quran,epgshare,AE1,Al.Majd.Holy.Quran.ae,Al Majd Holy Quran,103,82.3,100.0,297.2,0,,UNIQUE
majid kids,epgshare,AE1,Majid.Kids.TV.HD.ae,Majid Kids TV HD,103,82.3,100.0,297.2,0,,UNIQUE
cartoon network arabic,epgshare,AE1,CN.Arabic.ae,CN Arabic,103,82.3,100.0,297.2,0,,UNIQUE
yemen,epgshare,AE1,Yemen.TV.ae,Yemen TV,88,89.9,100.0,296.97,0,,UNIQUE
aden,epgshare,AE1,Aden.TV.ae,Aden TV,88,89.9,100.0,296.97,0,,UNIQUE
yemen shabab,epgshare,AE1,Yemen.Shabab.ae,Yemen Shabab,88,89.9,100.0,296.97,0,,UNIQUE
reef alyemen,epgshare,AE1,Reef.AlYemen.ae,Reef AlYemen,88,89.9,100.0,296.97,0,,UNIQUE
mbc iraq,epgshare,AE1,MBC.Iraq.HD.ae,MBC Iraq HD,102,81.9,100.0,295.97,1,epgshare:SA2:EN:.MBC1.Iraq.sa:293.96,WINNER_OF_DUPLICATES
maraya,epgshare,SA2,EN:.Maraya.Channel.sa,EN: Maraya Channel,102,81.9,100.0,295.97,0,,UNIQUE
asharq news,epgshare,AE1,Asharq.News.HD.ae,Asharq News HD,101,81.9,100.0,295.26,0,,UNIQUE
al arabiya business,epgshare,AE1,Al.Arabiya.Business.ae,Al Arabiya Business,101,81.9,100.0,295.26,0,,UNIQUE
al mashhad,epgshare,AE1,Al.Mashhad.ae,Al Mashhad,101,81.9,100.0,295.26,0,,UNIQUE
al jazeera,epgshare,AE1,Al.Jazeera.HD.ae,Al Jazeera HD,101,81.9,100.0,295.26,0,,UNIQUE
al jazeera mobasher,epgshare,AE1,Al.Jazeera.Mobasher.HD.ae,Al Jazeera Mobasher HD,101,81.9,100.0,295.26,0,,UNIQUE
al jazeera mobasher 2,epgshare,AE1,Al.Jazeera.Mobasher.2.HD.ae,Al Jazeera Mobasher 2 HD,101,81.9,100.0,295.26,0,,UNIQUE
al araby,epgshare,AE1,Al.Araby.HD.ae,Al Araby HD,101,81.9,100.0,295.26,0,,UNIQUE
al arabiya,epgshare,AE1,Al.Arabiya.HD.ae,Al Arabiya HD,100,81.9,100.0,294.56,0,,UNIQUE
emarat,epgshare,AE1,Emarat.HD.ae,Emarat HD,98,81.9,100.0,293.17,0,,UNIQUE
colors,epgshare,AE1,en:.Colors.HD.ae,en: Colors HD,97,81.9,100.0,292.47,0,,UNIQUE
one,epgshare,AE1,One.TV.ae,One TV,94,83.3,100.0,292.25,1,epgshare:AE1:One.Tv.ae:188.66,WINNER_OF_DUPLICATES
al djazair n 1,epgshare,AE1,Al.Djazair.N°1.ae,Al Djazair N°1,94,83.3,100.0,292.25,0,,UNIQUE
tunisia nat 1,epgshare,AE1,Tunisia.Nat.1.ae,Tunisia Nat 1,94,83.3,100.0,292.25,0,,UNIQUE
mbc masr 2,epgshare,AE1,MBC.Masr.2.HD.ae,MBC Masr 2 HD,96,81.9,100.0,291.76,1,epgshare:SA2:EN:.MBC.Masr.2.sa:282.57,WINNER_OF_DUPLICATES
sharjah,epgshare,AE1,Sharjah.HD.ae,Sharjah HD,96,81.9,100.0,291.76,0,,UNIQUE
nile comedy,epgshare,AE1,Nile.Comedy.ae,Nile Comedy,95,81.9,100.0,291.06,0,,UNIQUE
nile drama,epgshare,AE1,Nile.Drama.ae,Nile Drama,95,81.9,100.0,291.06,0,,UNIQUE
mbc1,epgshare,AE1,MBC.1.ae,MBC 1,93,82.4,100.0,290.34,1,epgshare:SA2:EN:.MBC1.sa:283.92,WINNER_OF_DUPLICATES
ستارز بلاي سبورتس 1,epgshare,AE1,ar:.ستارز.بلاي.سبورتس.1.ae,ar: ستارز بلاي سبورتس 1,82,81.9,100.0,289.97,0,,UNIQUE
أبوظبي الرياضية بريميوم 2 الدوري الإيطالي,epgshare,AE1,ar:.أبوظبي.الرياضية.بريميوم.2.-.الدوري.الإيطالي.ae,ar: أبوظبي الرياضية بريميوم 2 - الدوري الإيطالي,82,81.9,100.0,289.97,0,,UNIQUE
ياس تي في إكسترا,epgshare,AE1,ar:.ياس.تي.في.إكسترا.ae,ar: ياس تي في إكسترا,82,81.9,100.0,289.97,0,,UNIQUE
سي جي تي إن,epgshare,AE1,ar:.سي.جي.تي.إن.ae,ar: سي جي تي إن,1,122.9,100.0,288.62,0,,UNIQUE
أبوظبي الرياضية إكسترا,epgshare,AE1,ar:.أبوظبي.الرياضية.إكسترا.ae,ar: أبوظبي الرياضية إكسترا,80,81.9,100.0,288.56,0,,UNIQUE
سوني تي في,epgshare,AE1,ar:.سوني.تي.في.ae,ar: سوني تي في,79,82.4,100.0,288.54,0,,UNIQUE
al iraqiya,epgshare,AE1,Al.Iraqiya.HD.ae,Al Iraqiya HD,85,84.9,100.0,288.12,0,,UNIQUE
al sharqiya,epgshare,AE1,Al.Sharqiya.TV.HD.ae,Al Sharqiya TV HD,85,84.9,100.0,288.12,0,,UNIQUE
saudi thikrayat,epgshare,AE1,Saudi.Thikrayat.ae,Saudi Thikrayat,90,81.9,100.0,287.56,0,,UNIQUE
